CustomerID,Gender,Age,AnnualIncome,SpendingScore,VisitFrequency,AvgPurchaseValue,SatisfactionScore,ComplaintsCount,LoyaltyPoints,CustomerSegment,ChurnRisk
9897,Male,19.0,48.0,10.0,0.0,1095.84,2.6,2,0.0,At-Risk Customer,High
2250,Female,18.0,84.0,76.0,8.0,3530.01,8.0,1,5648.0,Potential Loyalist,Low
4641,Female,32.0,45.0,65.0,2.0,2470.9,7.0,1,988.0,Regular Customer,Medium
9486,Male,41.0,49.0,6.0,2.0,934.24,4.3,2,374.0,At-Risk Customer,High
4948,Female,62.0,62.0,66.0,6.0,3060.01,6.6,0,3672.0,Regular Customer,Medium
9921,Male,39.0,35.0,25.0,1.0,1503.91,2.8,6,301.0,At-Risk Customer,High
1964,Male,21.0,115.0,89.0,12.0,4614.08,8.3,2,10000.0,Premium Customer,Low
8244,Female,38.0,56.0,15.0,1.0,1526.88,3.7,1,305.0,At-Risk Customer,High
6591,Female,18.0,31.0,17.0,3.0,1074.71,4.9,0,645.0,Budget Shopper,Medium
8848,Male,50.0,63.0,11.0,1.0,1361.78,2.6,3,272.0,At-Risk Customer,High
322,Male,37.0,115.0,89.0,15.0,4385.78,8.4,0,10000.0,Premium Customer,Low
2679,M,45.0,87.0,66.0,9.0,3525.04,9.4,2,6345.0,Potential Loyalist,Low
4626,Male,37.0,54.0,54.0,9.0,2592.93,7.6,0,4667.0,Regular Customer,Medium
4950,Male,24.0,51.0,67.0,4.0,2553.92,8.1,3,2043.0,Regular Customer,Medium
8329,Male,42.0,56.0,11.0,0.0,1510.72,4.0,2,0.0,At-Risk Customer,High
3338,Female,40.0,96.0,69.0,9.0,3415.59,6.7,1,6148.0,Potential Loyalist,Low
5590,Female,22.0,53.0,63.0,10.0,2836.85,7.1,0,5674.0,Regular Customer,Medium
252,Female,41.0,117.0,93.0,13.0,4810.16,9.5,2,10000.0,Premium Customer,Low
3974,Male,23.0,68.0,54.0,10.0,2859.29,8.4,0,5719.0,Potential Loyalist,Low
6631,Female,31.0,35.0,23.0,,1178.26,5.4,2,471.0,Budget Shopper,Medium
5548,Female,54.0,67.0,55.0,11.0,2465.46,6.4,2,5424.0,Regular Customer,Medium
36,Female,49.0,100.0,99.0,12.0,4448.34,9.2,0,10000.0,Premium Customer,Low
8363,Female,18.0,46.0,17.0,2.0,1514.92,2.0,2,606.0,At-Risk Customer,High
1514,Female,41.0,95.0,76.0,11.0,3873.43,8.6,0,8522.0,Premium Customer,Low
9318,Male,35.0,54.0,4.0,3.0,1101.37,2.7,5,661.0,At-Risk Customer,High
40,Female,30.0,112.0,76.0,15.0,4345.58,9.0,0,10000.0,Premium Customer,Low
4820,Female,35.0,59.0,56.0,,2577.87,6.4,0,4640.0,Regular Customer,Medium
3466,Female,34.0,86.0,69.0,10.0,3567.2,7.0,1,7134.0,Potential Loyalist,Low
1761,Female,38.0,123.0,87.0,16.0,15000.0,9.5,1,10000.0,Premium Customer,Low
2305,Male,28.0,87.0,64.0,10.0,3342.6,8.7,2,6685.0,Potential Loyalist,Low
3724,Female,42.0,75.0,76.0,8.0,3151.72,7.7,0,5043.0,Potential Loyalist,Low
8285,Male,44.0,50.0,15.0,1.0,1411.36,3.2,5,282.0,At-Risk Customer,High
4994,Female,50.0,45.0,53.0,7.0,2139.62,8.7,1,2995.0,Regular Customer,Medium
8128,Male,42.0,51.0,18.0,2.0,1414.75,3.9,5,566.0,At-Risk Customer,High
3033,Female,35.0,76.0,72.0,13.0,3515.92,9.2,2,9141.0,Potential Loyalist,Low
7939,Male,37.0,31.0,23.0,3.0,788.13,6.5,3,473.0,Budget Shopper,Medium
3040,Female,48.0,91.0,73.0,13.0,3490.01,8.3,2,9074.0,Potential Loyalist,Low
9656,Female,47.0,55.0,15.0,2.0,1394.47,3.3,1,558.0,At-Risk Customer,High
2546,Male,18.0,81.0,62.0,16.0,3246.14,6.9,0,10000.0,Potential Loyalist,Low
2593,Male,57.0,74.0,69.0,11.0,3080.75,7.9,1,6778.0,Potential Loyalist,Low
1189,Female,27.0,114.0,89.0,14.0,4278.21,9.8,1,10000.0,Premium Customer,Low
7967,Female,56.0,36.0,22.0,3.0,1100.06,4.2,0,660.0,Budget Shopper,Medium
6078,Female,39.0,27.0,27.0,3.0,982.08,5.5,0,589.0,Budget Shopper,Medium
108,Male,54.0,,88.0,15.0,4365.78,8.8,0,10000.0,Premium Customer,Low
1316,Female,35.0,100.0,87.0,17.0,4208.97,8.4,0,10000.0,Premium Customer,Low
8188,Female,45.0,40.0,12.0,2.0,971.76,2.8,3,389.0,At-Risk Customer,High
2754,Male,23.0,78.0,55.0,9.0,3017.15,7.9,3,5431.0,Potential Loyalist,Low
9754,Male,45.0,45.0,13.0,3.0,1673.76,2.6,1,1004.0,At-Risk Customer,High
6232,Female,33.0,38.0,35.0,4.0,1462.91,5.7,0,1170.0,Budget Shopper,Medium
2877,Female,38.0,,70.0,13.0,3634.42,7.5,0,9449.0,Potential Loyalist,Low
5324,Female,41.0,70.0,49.0,8.0,2523.92,6.8,1,4038.0,Regular Customer,Medium
800,Female,47.0,110.0,87.0,12.0,4476.36,8.6,1,10000.0,Premium Customer,Low
3571,Male,,76.0,62.0,12.0,2959.87,6.9,1,7104.0,Potential Loyalist,Low
2895,Male,19.0,96.0,,11.0,3605.06,7.0,0,,Potential Loyalist,Low
2928,Female,36.0,78.0,56.0,9.0,2939.72,9.0,1,5291.0,Potential Loyalist,Low
8179,Male,41.0,56.0,15.0,0.0,1423.81,2.9,5,0.0,At-Risk Customer,High
972,Female,37.0,105.0,85.0,16.0,4280.02,8.4,0,10000.0,Premium Customer,Low
6688,Female,18.0,37.0,24.0,4.0,1420.5,5.1,1,1136.0,Budget Shopper,Medium
8576,Female,45.0,42.0,16.0,2.0,1139.53,2.3,7,456.0,At-Risk Customer,High
2021,Female,20.0,88.0,74.0,5.0,3735.65,7.0,0,50000.0,Potential Loyalist,Low
9055,Female,42.0,48.0,13.0,0.0,1772.6,3.3,1,0.0,At-Risk Customer,High
953,Female,47.0,100.0,87.0,16.0,4216.23,8.8,1,10000.0,Premium Customer,Low
5360,Female,41.0,69.0,47.0,8.0,2201.03,7.7,0,3522.0,Regular Customer,Medium
3858,female,18.0,82.0,75.0,7.0,3702.57,8.7,1,5184.0,Potential Loyalist,Low
5862,Male,22.0,53.0,55.0,8.0,2502.69,7.5,1,4004.0,Regular Customer,Medium
3146,Female,30.0,64.0,,11.0,2864.64,7.8,2,6302.0,Potential Loyalist,Low
3306,Male,45.0,75.0,74.0,10.0,3055.63,7.7,1,6111.0,Potential Loyalist,Low
3007,Female,22.0,97.0,78.0,7.0,3681.81,8.1,1,5155.0,Potential Loyalist,Low
9002,Male,39.0,61.0,7.0,2.0,1023.12,4.2,5,409.0,At-Risk Customer,High
7771,Female,23.0,30.0,13.0,3.0,988.8,5.2,2,593.0,Budget Shopper,Medium
7439,Female,43.0,34.0,28.0,3.0,1775.77,3.8,0,1065.0,Budget Shopper,Medium
7943,Female,38.0,28.0,29.0,,1131.1,5.8,0,452.0,Budget Shopper,Medium
9239,Male,39.0,60.0,21.0,0.0,1607.16,1.0,7,0.0,At-Risk Customer,High
1057,Female,47.0,110.0,82.0,16.0,4169.11,8.8,2,10000.0,Premium Customer,Low
3155,Male,40.0,88.0,71.0,9.0,3479.89,8.6,1,6264.0,Potential Loyalist,Low
3788,Male,36.0,85.0,67.0,14.0,3447.44,7.3,2,9653.0,Potential Loyalist,Low
9190,female,18.0,47.0,12.0,1.0,1138.29,3.2,7,228.0,At-Risk Customer,High
7826,Female,43.0,34.0,19.0,2.0,1330.72,4.5,1,532.0,Budget Shopper,Medium
7540,Female,32.0,22.0,29.0,5.0,1386.76,5.8,1,1387.0,Budget Shopper,Medium
7232,Female,45.0,34.0,30.0,3.0,1300.15,4.4,2,780.0,Budget Shopper,Medium
765,Male,26.0,119.0,86.0,16.0,4552.22,9.2,2,10000.0,Premium Customer,Low
5020,Male,47.0,63.0,64.0,4.0,3133.48,6.1,1,2507.0,Regular Customer,Medium
4904,Male,36.0,54.0,51.0,6.0,2379.83,6.7,0,2856.0,Regular Customer,Medium
8094,Female,27.0,49.0,13.0,1.0,1564.28,3.5,3,313.0,At-Risk Customer,High
6844,female,40.0,26.0,29.0,3.0,1383.86,5.2,1,830.0,Budget Shopper,Medium
2166,Male,18.0,76.0,,11.0,3338.49,8.2,0,7345.0,Potential Loyalist,Low
1863,Female,34.0,116.0,85.0,16.0,4320.36,8.8,1,10000.0,Premium Customer,Low
7851,Male,49.0,23.0,27.0,3.0,1242.23,2.9,2,745.0,Budget Shopper,Medium
9124,Female,20.0,38.0,25.0,1.0,1508.07,2.2,1,302.0,At-Risk Customer,High
2341,Male,32.0,82.0,69.0,7.0,3268.3,8.5,1,4576.0,Potential Loyalist,Low
5528,Female,40.0,53.0,52.0,7.0,2341.71,7.3,2,3278.0,Regular Customer,Medium
6744,Female,33.0,30.0,38.0,2.0,1967.35,4.6,3,787.0,Budget Shopper,Medium
4004,Female,21.0,65.0,63.0,7.0,2864.41,6.0,1,4010.0,Regular Customer,Medium
1124,Male,37.0,101.0,83.0,14.0,4043.73,9.5,1,10000.0,Premium Customer,Low
8710,Female,50.0,39.0,5.0,1.0,899.75,3.0,4,180.0,At-Risk Customer,High
4050,female,23.0,56.0,48.0,8.0,2383.49,7.3,3,3814.0,Regular Customer,Medium
7641,Female,64.0,32.0,26.0,2.0,1098.86,5.6,3,440.0,Budget Shopper,Medium
766,Female,41.0,104.0,89.0,15.0,4096.01,8.7,0,10000.0,Premium Customer,Low
2345,Male,55.0,83.0,77.0,9.0,3647.4,7.3,1,6565.0,Potential Loyalist,Low
4072,Male,36.0,47.0,54.0,9.0,2396.2,7.7,0,4313.0,Regular Customer,Medium
7217,Male,27.0,34.0,26.0,2.0,1673.95,3.1,0,670.0,Budget Shopper,Medium
4217,Female,46.0,51.0,59.0,7.0,2510.59,7.2,0,3515.0,Regular Customer,Medium
7953,Female,20.0,37.0,29.0,2.0,1281.81,6.7,1,513.0,Budget Shopper,Medium
5971,Female,23.0,52.0,68.0,9.0,2675.86,7.5,2,4817.0,Regular Customer,Medium
3351,Female,26.0,75.0,80.0,,3228.87,7.2,1,6458.0,Potential Loyalist,Low
4696,Male,38.0,64.0,48.0,9.0,2837.78,7.3,0,5108.0,Regular Customer,Medium
3400,Male,53.0,82.0,76.0,9.0,3562.51,8.4,1,6413.0,Potential Loyalist,Low
4082,Female,32.0,53.0,55.0,10.0,2843.53,7.9,1,5687.0,Regular Customer,Medium
9150,Male,41.0,51.0,14.0,1.0,1142.96,3.7,1,229.0,At-Risk Customer,High
1225,Female,70.0,109.0,86.0,15.0,4870.17,8.7,0,10000.0,Premium Customer,Low
6293,Male,26.0,28.0,8.0,3.0,838.04,4.8,0,503.0,Budget Shopper,Medium
3123,Female,53.0,82.0,59.0,11.0,3354.13,8.9,1,7379.0,Potential Loyalist,Low
511,Female,24.0,112.0,87.0,17.0,4582.85,9.2,1,10000.0,Premium Customer,Low
5795,Female,30.0,54.0,41.0,8.0,1790.71,6.9,0,2865.0,Regular Customer,Medium
8182,Female,18.0,45.0,12.0,0.0,1439.96,1.8,4,0.0,At-Risk Customer,High
9418,Male,33.0,,21.0,0.0,1912.26,2.6,3,0.0,At-Risk Customer,High
97,Female,45.0,112.0,88.0,12.0,4296.29,8.1,0,10000.0,Premium Customer,Low
6682,Female,36.0,27.0,21.0,2.0,948.23,5.8,1,379.0,Budget Shopper,Medium
1513,Male,46.0,104.0,,14.0,4818.8,8.7,1,10000.0,Premium Customer,Low
8792,Male,43.0,60.0,20.0,1.0,1943.9,4.4,3,389.0,At-Risk Customer,High
120,Female,26.0,116.0,84.0,14.0,4335.31,10.0,2,10000.0,Premium Customer,Low
7792,Male,43.0,35.0,22.0,2.0,1380.64,4.9,2,552.0,Budget Shopper,Medium
6518,Female,35.0,36.0,26.0,3.0,1067.41,4.5,0,640.0,Budget Shopper,Medium
34,M,18.0,102.0,88.0,12.0,4330.15,9.4,0,10000.0,Premium Customer,Low
7888,Male,42.0,17.0,,2.0,827.62,5.7,0,331.0,Budget Shopper,Medium
6831,Male,41.0,23.0,30.0,4.0,1094.72,6.7,0,876.0,Budget Shopper,Medium
5422,Male,21.0,54.0,56.0,7.0,2347.57,5.8,0,3287.0,Regular Customer,Medium
1069,Male,38.0,106.0,86.0,18.0,4078.03,8.8,2,10000.0,Premium Customer,Low
1348,Male,18.0,117.0,93.0,15.0,4503.52,8.2,0,10000.0,Premium Customer,Low
4748,Male,60.0,66.0,44.0,9.0,2506.21,5.6,0,4511.0,Regular Customer,Medium
6006,Female,51.0,37.0,19.0,2.0,1154.71,6.9,1,462.0,Budget Shopper,Medium
6040,Female,47.0,31.0,24.0,2.0,1248.4,5.4,1,499.0,Budget Shopper,Medium
3818,Male,37.0,85.0,74.0,11.0,3144.13,7.4,2,6917.0,Potential Loyalist,Low
8447,Female,39.0,34.0,14.0,1.0,1010.45,3.1,3,202.0,At-Risk Customer,High
5270,Female,30.0,63.0,59.0,7.0,2675.79,5.9,0,3746.0,Regular Customer,Medium
6898,Female,45.0,25.0,20.0,1.0,816.27,5.2,1,163.0,Budget Shopper,Medium
5310,Female,41.0,48.0,52.0,9.0,2480.33,7.8,1,4465.0,Regular Customer,Medium
32,male,21.0,125.0,80.0,16.0,4487.25,9.0,0,10000.0,Premium Customer,Low
5675,Male,24.0,53.0,48.0,6.0,1961.14,8.0,0,2353.0,Regular Customer,Medium
4387,Female,40.0,54.0,52.0,9.0,2607.36,6.8,0,4693.0,Regular Customer,Medium
30,Male,48.0,108.0,83.0,15.0,4024.31,8.0,1,10000.0,Premium Customer,Low
4203,Male,51.0,68.0,38.0,7.0,2475.49,8.2,0,3466.0,Regular Customer,Medium
7508,Male,50.0,42.0,27.0,4.0,1523.37,4.9,0,1219.0,Budget Shopper,Medium
736,Male,49.0,114.0,82.0,20.0,4435.71,8.5,0,10000.0,Premium Customer,Low
2068,Male,34.0,84.0,70.0,,3329.73,6.9,0,5994.0,Potential Loyalist,Low
107,Female,34.0,125.0,80.0,14.0,4496.86,9.5,0,10000.0,Premium Customer,Low
9645,Male,31.0,41.0,12.0,2.0,1200.74,2.6,1,480.0,At-Risk Customer,High
8895,Male,30.0,64.0,18.0,2.0,1687.56,3.4,7,675.0,At-Risk Customer,High
8021,Female,22.0,700.0,17.0,3.0,1566.16,4.6,3,940.0,At-Risk Customer,High
2233,MALE,49.0,74.0,64.0,12.0,3146.58,8.4,0,7552.0,Potential Loyalist,Low
994,Female,45.0,105.0,84.0,17.0,4273.08,8.1,3,10000.0,Premium Customer,Low
9413,Male,35.0,47.0,14.0,2.0,1266.85,2.4,4,507.0,At-Risk Customer,High
7059,Female,27.0,35.0,25.0,3.0,1174.93,6.0,1,705.0,Budget Shopper,Medium
6790,female,38.0,27.0,23.0,2.0,962.66,4.8,0,385.0,Budget Shopper,Medium
361,Male,42.0,,80.0,14.0,4036.81,8.9,0,10000.0,Premium Customer,Low
305,Male,22.0,110.0,95.0,16.0,4536.18,8.9,0,10000.0,Premium Customer,Low
2628,Male,42.0,82.0,62.0,12.0,3260.64,7.4,2,7826.0,Potential Loyalist,Low
8966,Male,21.0,54.0,21.0,1.0,1422.13,3.3,4,284.0,At-Risk Customer,High
4514,female,50.0,55.0,69.0,4.0,2767.22,6.9,0,2214.0,Regular Customer,Medium
5911,Male,22.0,72.0,43.0,6.0,2735.67,8.0,1,3283.0,Regular Customer,Medium
8314,Female,30.0,60.0,16.0,,1596.78,2.4,1,639.0,At-Risk Customer,High
3101,Female,42.0,80.0,65.0,8.0,3589.68,8.1,2,5743.0,Potential Loyalist,Low
5704,Male,55.0,68.0,67.0,7.0,3004.24,7.5,0,4206.0,Regular Customer,Medium
3899,Male,48.0,88.0,78.0,12.0,3588.21,8.9,0,8612.0,Potential Loyalist,Low
5441,Male,54.0,57.0,64.0,5.0,2955.45,6.9,1,2955.0,Regular Customer,Medium
7931,Male,34.0,33.0,16.0,2.0,965.89,4.9,2,386.0,Budget Shopper,Medium
622,Male,59.0,114.0,89.0,15.0,4924.95,8.8,1,10000.0,Premium Customer,Low
7236,Male,42.0,30.0,25.0,3.0,1285.25,2.2,0,771.0,Budget Shopper,Medium
2499,Male,33.0,86.0,69.0,,3390.95,7.9,1,5426.0,Potential Loyalist,Low
714,Female,42.0,113.0,78.0,17.0,4055.41,9.1,1,10000.0,Premium Customer,Low
8404,Male,32.0,40.0,16.0,1.0,912.16,1.7,0,182.0,At-Risk Customer,High
2856,Male,36.0,78.0,64.0,7.0,3350.6,8.2,0,,Potential Loyalist,Low
4270,Male,21.0,55.0,57.0,6.0,2340.18,5.9,1,2808.0,Regular Customer,Medium
2909,Female,56.0,88.0,64.0,11.0,3252.64,7.6,0,7156.0,Potential Loyalist,Low
8081,Male,45.0,50.0,20.0,1.0,1442.46,3.9,2,288.0,At-Risk Customer,High
4517,Female,34.0,59.0,53.0,5.0,2223.82,8.0,0,2224.0,Regular Customer,Medium
1262,Female,29.0,111.0,85.0,12.0,4124.58,8.8,0,9899.0,Premium Customer,Low
3161,Male,48.0,79.0,76.0,11.0,3620.49,7.1,4,7965.0,Potential Loyalist,Low
971,Female,56.0,111.0,75.0,18.0,4195.62,8.9,0,10000.0,Premium Customer,Low
3913,Female,27.0,91.0,71.0,13.0,3223.25,7.7,1,8380.0,Potential Loyalist,Low
5199,Female,48.0,63.0,60.0,6.0,2367.68,5.6,1,2841.0,Regular Customer,Medium
8847,Male,31.0,49.0,15.0,0.0,1397.46,1.3,0,0.0,At-Risk Customer,High
260,female,27.0,116.0,86.0,,4433.55,9.2,1,10000.0,Premium Customer,Low
3791,Female,59.0,75.0,76.0,9.0,3176.31,8.0,0,5717.0,Potential Loyalist,Low
9203,Female,55.0,50.0,8.0,2.0,1141.06,2.9,4,,At-Risk Customer,High
488,Male,31.0,101.0,85.0,18.0,4071.99,8.6,1,10000.0,Premium Customer,Low
7908,Female,25.0,35.0,23.0,3.0,1389.46,4.9,1,834.0,Budget Shopper,Medium
519,Female,42.0,111.0,84.0,15.0,4479.34,10.0,1,10000.0,Premium Customer,Low
8343,FEMALE,58.0,,18.0,2.0,1455.48,2.2,1,582.0,At-Risk Customer,High
312,Male,18.0,119.0,94.0,11.0,4816.0,10.0,1,10000.0,Premium Customer,Low
3232,Male,49.0,95.0,68.0,12.0,3572.76,7.9,1,8575.0,Potential Loyalist,Low
7933,Male,25.0,35.0,18.0,4.0,1028.44,4.6,0,823.0,Budget Shopper,Medium
7458,Male,39.0,35.0,23.0,1.0,1148.65,6.4,0,230.0,Budget Shopper,Medium
9784,F,37.0,52.0,17.0,2.0,1504.0,2.4,1,602.0,At-Risk Customer,High
5184,Male,38.0,69.0,57.0,5.0,2649.44,8.1,0,2649.0,Regular Customer,Medium
8077,Female,46.0,53.0,11.0,1.0,1626.84,3.4,3,325.0,At-Risk Customer,High
6502,Female,22.0,36.0,34.0,3.0,1770.34,6.8,3,1062.0,Budget Shopper,Medium
6791,Female,29.0,37.0,25.0,2.0,1442.45,4.7,0,577.0,Budget Shopper,Medium
7773,Male,28.0,28.0,,5.0,1568.27,4.8,0,1568.0,Budget Shopper,Medium
2738,Male,18.0,72.0,67.0,8.0,3086.95,8.0,0,4939.0,Potential Loyalist,Low
7842,Male,24.0,29.0,20.0,1.0,943.9,3.1,1,189.0,Budget Shopper,Medium
6262,Male,57.0,27.0,34.0,3.0,1334.41,6.0,1,801.0,Budget Shopper,Medium
8206,Male,28.0,44.0,14.0,0.0,1087.58,3.1,2,0.0,At-Risk Customer,High
1248,Male,19.0,104.0,81.0,13.0,4044.0,9.0,1,10000.0,Premium Customer,Low
9336,Female,42.0,57.0,17.0,2.0,1470.06,2.1,1,588.0,At-Risk Customer,High
4195,Male,23.0,59.0,53.0,8.0,2322.3,7.1,2,3716.0,Regular Customer,Medium
8001,F,,60.0,11.0,2.0,1629.07,2.5,4,,At-Risk Customer,High
7378,Male,63.0,33.0,27.0,3.0,1487.65,5.0,2,893.0,Budget Shopper,Medium
3435,Female,57.0,70.0,72.0,9.0,3087.56,8.2,0,5558.0,Potential Loyalist,Low
5382,Female,44.0,55.0,55.0,9.0,2436.27,7.5,1,4385.0,Regular Customer,Medium
959,Male,37.0,115.0,91.0,15.0,4425.32,9.7,1,10000.0,Premium Customer,Low
417,Female,41.0,122.0,88.0,15.0,4629.15,9.3,1,10000.0,Premium Customer,Low
5742,Female,28.0,59.0,64.0,6.0,2859.69,7.3,4,3432.0,Regular Customer,Medium
6728,Female,36.0,26.0,20.0,2.0,1082.27,4.8,0,433.0,Budget Shopper,Medium
4382,MALE,42.0,77.0,56.0,8.0,2874.62,6.3,1,,Regular Customer,Medium
5197,Female,43.0,62.0,61.0,6.0,2916.62,7.1,0,3500.0,Regular Customer,Medium
1113,Male,38.0,117.0,83.0,16.0,4395.77,9.1,0,10000.0,Premium Customer,Low
2689,Female,32.0,87.0,77.0,11.0,3816.55,8.1,1,8396.0,Potential Loyalist,Low
6473,Male,52.0,31.0,21.0,1.0,1130.05,2.0,2,226.0,Budget Shopper,Medium
8820,Female,19.0,63.0,9.0,1.0,1424.47,2.7,3,285.0,At-Risk Customer,High
7808,Female,28.0,35.0,30.0,6.0,1489.62,4.6,2,1788.0,Budget Shopper,Medium
3411,Female,26.0,83.0,65.0,6.0,3317.37,8.8,0,3981.0,Potential Loyalist,Low
81,Male,46.0,,85.0,,4274.51,9.1,1,10000.0,Premium Customer,Low
4614,Female,22.0,63.0,64.0,6.0,2586.37,8.1,2,3104.0,Regular Customer,Medium
1374,Female,37.0,,94.0,14.0,4219.7,8.8,2,10000.0,Premium Customer,Low
1510,Female,36.0,122.0,82.0,17.0,4112.3,9.2,0,10000.0,Premium Customer,Low
6443,Male,37.0,26.0,27.0,5.0,1055.29,5.1,0,1055.0,Budget Shopper,Medium
3071,Female,18.0,90.0,,8.0,3336.1,8.2,1,5338.0,Potential Loyalist,Low
3016,Female,18.0,87.0,69.0,11.0,3522.49,7.2,0,7749.0,Potential Loyalist,Low
4823,Female,42.0,58.0,60.0,6.0,2715.87,7.8,0,3259.0,Regular Customer,Medium
7822,Female,30.0,35.0,30.0,3.0,1542.71,5.1,0,926.0,Budget Shopper,Medium
93,Male,37.0,104.0,88.0,14.0,4193.3,9.0,2,10000.0,Premium Customer,Low
9421,Male,41.0,44.0,14.0,1.0,1231.65,4.8,3,246.0,At-Risk Customer,High
6600,Female,25.0,33.0,33.0,3.0,1657.0,5.5,1,994.0,Budget Shopper,Medium
4443,Male,37.0,53.0,48.0,9.0,2248.19,6.1,2,4047.0,Regular Customer,Medium
7602,Male,53.0,32.0,28.0,2.0,1247.24,5.8,1,499.0,Budget Shopper,Medium
3835,Female,37.0,89.0,80.0,7.0,3720.51,8.3,1,5209.0,Potential Loyalist,Low
9702,Male,35.0,50.0,20.0,2.0,1425.75,1.4,1,570.0,At-Risk Customer,High
4322,Female,44.0,52.0,47.0,8.0,2184.13,7.0,0,3495.0,Regular Customer,Medium
3394,Male,34.0,74.0,70.0,9.0,3302.42,8.3,1,,Potential Loyalist,Low
4752,Male,29.0,60.0,58.0,4.0,2595.4,8.1,3,2076.0,Regular Customer,Medium
7229,Female,44.0,33.0,19.0,3.0,1182.75,6.1,1,,Budget Shopper,Medium
9191,Male,30.0,28.0,11.0,3.0,736.61,3.1,3,442.0,At-Risk Customer,High
2361,Female,47.0,79.0,59.0,13.0,3186.21,8.2,3,8284.0,Potential Loyalist,Low
1148,Male,35.0,98.0,81.0,18.0,3755.69,9.5,1,10000.0,Premium Customer,Low
5666,Female,28.0,56.0,53.0,10.0,2400.38,7.7,1,4801.0,Regular Customer,Medium
8075,Female,23.0,46.0,20.0,0.0,1191.99,3.8,3,0.0,At-Risk Customer,High
4943,Male,31.0,54.0,48.0,7.0,1938.49,7.7,0,2714.0,Regular Customer,Medium
3663,Female,66.0,87.0,66.0,11.0,3031.59,7.5,1,6669.0,Potential Loyalist,Low
1563,Male,31.0,91.0,74.0,15.0,3643.26,8.7,0,10000.0,Premium Customer,Low
4113,Male,36.0,60.0,57.0,6.0,2621.37,7.6,1,3146.0,Regular Customer,Medium
9050,Female,36.0,59.0,16.0,1.0,1801.96,3.8,5,360.0,At-Risk Customer,High
9276,Male,28.0,57.0,5.0,1.0,1319.79,3.7,6,264.0,At-Risk Customer,High
8538,Male,51.0,54.0,22.0,0.0,1457.86,2.2,3,0.0,At-Risk Customer,High
795,Female,36.0,101.0,85.0,13.0,4120.34,8.8,0,10000.0,Premium Customer,Low
5854,Female,41.0,49.0,55.0,5.0,2239.72,7.4,1,2240.0,Regular Customer,Medium
7619,Male,50.0,27.0,31.0,4.0,1480.87,5.9,0,1185.0,Budget Shopper,Medium
1594,Male,43.0,117.0,78.0,15.0,4344.18,9.9,0,10000.0,Premium Customer,Low
7418,Male,30.0,31.0,15.0,4.0,950.46,4.5,2,760.0,Budget Shopper,Medium
5267,Male,23.0,52.0,43.0,5.0,1762.17,6.9,1,1762.0,Regular Customer,Medium
7147,Female,29.0,44.0,23.0,6.0,1496.94,4.4,0,1796.0,Budget Shopper,Medium
89,Female,52.0,106.0,83.0,15.0,4004.96,9.2,1,10000.0,Premium Customer,Low
8695,Female,32.0,50.0,17.0,2.0,1160.36,3.3,4,464.0,At-Risk Customer,High
9732,Female,54.0,28.0,14.0,0.0,769.18,3.1,1,0.0,At-Risk Customer,High
9446,Female,53.0,65.0,16.0,2.0,1525.12,3.0,4,610.0,At-Risk Customer,High
6754,Female,18.0,38.0,13.0,3.0,881.97,5.3,1,529.0,Budget Shopper,Medium
