CustomerID,Gender,Age,AnnualIncome,SpendingScore,VisitFrequency,AvgPurchaseValue,SatisfactionScore,ComplaintsCount,LoyaltyPoints,CustomerSegment,ChurnRisk
4512,Female,41.0,55.0,55.0,5.0,2388.55,8.7,0.0,2389.0,Regular Customer,Medium
9057,Male,50.0,,16.0,1.0,1231.75,2.6,3.0,246.0,At-Risk Customer,High
6912,Male,,29.0,31.0,0.0,1594.1,5.0,0.0,0.0,Budget Shopper,Medium
9570,Male,56.0,52.0,24.0,2.0,1701.44,3.2,6.0,681.0,At-Risk Customer,High
5946,Male,46.0,65.0,43.0,6.0,2183.62,7.2,0.0,2620.0,Regular Customer,Medium
9437,Male,23.0,48.0,9.0,1.0,1249.15,1.9,3.0,250.0,At-Risk Customer,High
7217,Male,,34.0,26.0,2.0,,3.1,0.0,670.0,Budget Shopper,Medium
1966,Female,40.0,111.0,87.0,18.0,4766.76,9.1,1.0,10000.0,Premium Customer,Low
3059,Female,31.0,83.0,65.0,8.0,3104.93,,0.0,4968.0,Potential Loyalist,Low
725,Male,37.0,111.0,95.0,18.0,4769.85,8.9,0.0,10000.0,Premium Customer,Low
4646,Female,43.0,56.0,57.0,7.0,3076.67,5.7,3.0,4307.0,Regular Customer,Medium
7655,female,45.0,30.0,23.0,2.0,1066.11,4.8,5.0,426.0,Budget Shopper,Medium
1010,,,106.0,83.0,15.0,4243.12,9.1,1.0,10000.0,Premium Customer,Low
5787,,42.0,68.0,59.0,9.0,2641.03,7.5,1.0,4754.0,Regular Customer,Medium
8750,Male,38.0,33.0,18.0,0.0,1050.38,2.1,5.0,0.0,At-Risk Customer,
9894,Male,44.0,69.0,13.0,1.0,1580.92,1.3,5.0,316.0,At-Risk Customer,High
8468,Female,37.0,48.0,17.0,2.0,1511.83,3.2,8.0,605.0,At-Risk Customer,High
569,Male,55.0,95.0,89.0,14.0,4454.84,9.0,2.0,10000.0,Premium Customer,Low
5545,Male,23.0,63.0,62.0,4.0,3095.94,7.0,0.0,2477.0,Regular Customer,Medium
93,Male,37.0,104.0,88.0,14.0,4193.3,9.0,2.0,10000.0,Premium Customer,Low
6164,Male,26.0,27.0,,2.0,1165.46,4.3,3.0,466.0,Budget Shopper,Medium
7415,Male,21.0,40.0,16.0,3.0,1375.71,4.8,0.0,825.0,Budget Shopper,
4368,Man,34.0,39.0,50.0,5.0,2073.61,8.3,1.0,2074.0,Regular Customer,Medium
648,Male,38.0,,78.0,17.0,3911.66,9.1,1.0,10000.0,Premium Customer,Low
6728,Female,36.0,26.0,20.0,,1082.27,4.8,0.0,433.0,,Medium
2289,Male,48.0,75.0,59.0,11.0,2956.05,7.4,1.0,6503.0,Potential Loyalist,Low
765,FEMALE,26.0,119.0,86.0,16.0,4552.22,9.2,2.0,10000.0,Premium Customer,
9101,F,,49.0,14.0,3.0,1392.13,2.7,3.0,835.0,At-Risk Customer,High
7114,Female,49.0,26.0,19.0,3.0,1309.12,4.1,3.0,785.0,Budget Shopper,Medium
3393,Male,24.0,90.0,63.0,7.0,3347.28,6.9,0.0,4686.0,Potential Loyalist,Low
6744,Female,,30.0,38.0,2.0,1967.35,4.6,3.0,787.0,Budget Shopper,Medium
4443,Male,37.0,53.0,48.0,9.0,2248.19,6.1,2.0,4047.0,Regular Customer,Medium
6350,Male,29.0,32.0,,6.0,1282.98,4.3,1.0,1540.0,Budget Shopper,Medium
6218,Female,28.0,45.0,21.0,3.0,1466.25,5.9,4.0,880.0,,
3961,,28.0,97.0,80.0,12.0,3919.69,8.4,1.0,9407.0,Potential Loyalist,Low
5448,Female,61.0,,42.0,,2374.84,7.7,0.0,3800.0,Regular Customer,Medium
3058,Male,30.0,86.0,,8.0,3503.41,8.5,,5605.0,Potential Loyalist,Low
9914,Male,58.0,68.0,16.0,0.0,1736.09,3.4,0.0,,At-Risk Customer,High
5460,Male,35.0,55.0,49.0,10.0,2486.41,8.8,,4973.0,Regular Customer,Medium
7476,Female,,26.0,33.0,4.0,,3.5,1.0,1232.0,Budget Shopper,Medium
7073,Female,,15.0,18.0,4.0,971.14,4.3,0.0,777.0,Budget Shopper,Medium
5441,Male,54.0,57.0,64.0,5.0,2955.45,6.9,1.0,2955.0,Regular Customer,Medium
3232,Male,49.0,95.0,,12.0,3572.76,7.9,1.0,8575.0,Potential Loyalist,Low
4930,Female,,48.0,55.0,6.0,,6.3,3.0,3051.0,Regular Customer,Medium
7372,Female,19.0,20.0,25.0,2.0,906.71,4.8,5.0,363.0,Budget Shopper,Medium
6609,Male,53.0,44.0,27.0,5.0,1321.6,5.1,0.0,1322.0,Budget Shopper,Medium
9195,Male,47.0,49.0,22.0,2.0,1865.54,1.0,0.0,746.0,At-Risk Customer,High
7607,Male,24.0,20.0,20.0,,548.46,4.4,0.0,219.0,Budget Shopper,Medium
1495,Female,43.0,122.0,88.0,12.0,4961.87,8.8,0.0,10000.0,Premium Customer,Low
3040,Female,,91.0,73.0,13.0,3490.01,,2.0,9074.0,Potential Loyalist,Low
9039,Male,,38.0,13.0,1.0,932.04,3.2,7.0,186.0,At-Risk Customer,High
2341,,32.0,82.0,69.0,7.0,3268.3,8.5,1.0,4576.0,Potential Loyalist,Low
6775,Male,38.0,31.0,28.0,3.0,1075.7,5.4,0.0,645.0,Budget Shopper,Medium
7729,Male,35.0,24.0,37.0,2.0,1621.61,3.3,,649.0,Budget Shopper,Medium
8675,Female,44.0,59.0,15.0,,1947.53,4.3,3.0,390.0,At-Risk Customer,High
9150,Male,41.0,51.0,14.0,1.0,1142.96,3.7,1.0,229.0,At-Risk Customer,High
8385,Female,25.0,,,1.0,1586.26,2.8,2.0,317.0,At-Risk Customer,High
8070,Male,40.0,75.0,5.0,0.0,1726.92,1.8,6.0,0.0,At-Risk Customer,High
3398,M,19.0,68.0,70.0,11.0,3380.45,8.0,,7437.0,Potential Loyalist,Low
1058,Male,38.0,119.0,86.0,14.0,4267.42,8.8,0.0,10000.0,Premium Customer,Low
2535,Male,26.0,84.0,70.0,,,9.3,1.0,6154.0,Potential Loyalist,Low
2211,Female,59.0,100.0,72.0,9.0,3899.12,8.0,,7018.0,Potential Loyalist,Low
8851,Male,,45.0,13.0,1.0,1357.91,5.3,,272.0,At-Risk Customer,High
654,Male,45.0,101.0,90.0,12.0,4211.8,10.0,1.0,10000.0,Premium Customer,Low
136,Female,33.0,122.0,82.0,18.0,4315.97,8.6,0.0,10000.0,Premium Customer,Low
3685,Male,37.0,86.0,66.0,6.0,3299.89,8.7,1.0,3960.0,Potential Loyalist,Low
1196,Male,33.0,114.0,76.0,16.0,4439.93,9.4,0.0,,Premium Customer,Low
4424,,22.0,69.0,45.0,9.0,2757.42,7.2,0.0,4963.0,Regular Customer,Medium
8181,Male,46.0,50.0,20.0,2.0,1193.06,1.9,,477.0,At-Risk Customer,High
7877,Female,37.0,39.0,21.0,,1282.21,,3.0,1026.0,Budget Shopper,Medium
9415,,50.0,67.0,16.0,0.0,1621.23,3.3,1.0,0.0,At-Risk Customer,High
5738,Male,19.0,33.0,52.0,8.0,2098.11,,0.0,3357.0,Regular Customer,
6274,,42.0,34.0,,5.0,1342.63,,1.0,1343.0,Budget Shopper,Medium
1262,Woman,29.0,111.0,85.0,12.0,4124.58,8.8,,9899.0,Premium Customer,Low
5045,Male,25.0,74.0,57.0,7.0,3139.98,7.7,1.0,4396.0,,Medium
8732,Female,24.0,68.0,23.0,0.0,1692.09,3.7,2.0,0.0,At-Risk Customer,High
6499,Male,49.0,33.0,18.0,5.0,1174.97,4.9,,1175.0,Budget Shopper,Medium
4979,Male,24.0,68.0,55.0,6.0,2718.7,6.0,2.0,3262.0,,Medium
6914,Female,,25.0,29.0,3.0,1202.57,4.4,,722.0,Budget Shopper,Medium
6425,Male,49.0,32.0,22.0,4.0,1211.41,5.3,0.0,,Budget Shopper,Medium
739,Male,22.0,,93.0,13.0,4874.14,9.1,0.0,10000.0,Premium Customer,Low
3034,Female,5.0,89.0,63.0,6.0,3671.22,9.1,4.0,4405.0,Potential Loyalist,Low
2421,MALE,110.0,93.0,74.0,14.0,3721.25,8.8,0.0,10000.0,Potential Loyalist,Low
2877,Female,38.0,92.0,,13.0,3634.42,7.5,0.0,9449.0,,
9658,Female,53.0,50.0,13.0,0.0,1292.12,2.5,1.0,0.0,At-Risk Customer,High
6809,Male,22.0,27.0,28.0,2.0,1269.38,2.9,1.0,508.0,Budget Shopper,Medium
368,Male,38.0,110.0,76.0,12.0,,8.8,0.0,10000.0,Premium Customer,Low
7808,Female,28.0,500.0,30.0,6.0,1489.62,4.6,2.0,1788.0,Budget Shopper,Medium
4012,,52.0,43.0,46.0,7.0,2131.7,8.3,2.0,2984.0,Regular Customer,Medium
3838,Male,27.0,65.0,69.0,8.0,2837.71,8.3,1.0,,Potential Loyalist,Low
8482,Female,30.0,42.0,17.0,,1321.92,1.1,2.0,0.0,At-Risk Customer,High
1537,female,25.0,114.0,88.0,15.0,4481.38,8.7,0.0,10000.0,Premium Customer,Low
1684,Female,39.0,113.0,91.0,18.0,4113.8,9.8,1.0,10000.0,Premium Customer,Low
4639,Male,44.0,52.0,52.0,7.0,2168.72,7.9,1.0,3036.0,Regular Customer,Medium
7829,Female,5.0,35.0,32.0,2.0,1462.14,4.3,1.0,585.0,,Medium
8240,Male,50.0,48.0,7.0,1.0,1205.59,4.5,5.0,241.0,At-Risk Customer,High
3482,Male,45.0,76.0,81.0,11.0,,8.4,1.0,6969.0,Potential Loyalist,Low
6991,,53.0,28.0,29.0,3.0,1093.9,6.0,0.0,656.0,Budget Shopper,Medium
6200,Female,59.0,38.0,,,1753.91,5.5,0.0,702.0,Budget Shopper,Medium
8880,female,29.0,,14.0,1.0,,2.0,2.0,286.0,At-Risk Customer,High
7933,Male,25.0,500.0,18.0,4.0,1028.44,4.6,0.0,823.0,Budget Shopper,Medium
3071,,18.0,90.0,72.0,8.0,3336.1,8.2,1.0,5338.0,Potential Loyalist,
7145,Female,40.0,38.0,32.0,4.0,1746.93,6.3,0.0,1398.0,Budget Shopper,Medium
7959,Male,56.0,44.0,29.0,3.0,1382.88,,1.0,830.0,Budget Shopper,Medium
3394,Male,34.0,74.0,70.0,9.0,3302.42,8.3,1.0,5944.0,Potential Loyalist,Low
4732,Female,29.0,54.0,50.0,6.0,2251.53,7.0,1.0,2702.0,,Medium
7764,,67.0,29.0,,1.0,1094.79,6.3,1.0,,Budget Shopper,Medium
6954,Female,35.0,29.0,29.0,1.0,1353.5,7.3,2.0,271.0,Budget Shopper,Medium
6513,,57.0,29.0,34.0,,1609.51,4.9,0.0,966.0,Budget Shopper,Medium
7260,Female,40.0,33.0,26.0,5.0,1073.59,,0.0,1074.0,Budget Shopper,Medium
3351,Female,26.0,75.0,80.0,10.0,3228.87,7.2,1.0,6458.0,Potential Loyalist,Low
8608,Male,38.0,45.0,9.0,2.0,1315.19,2.7,3.0,526.0,At-Risk Customer,
6829,Male,,31.0,27.0,4.0,,,2.0,1274.0,Budget Shopper,Medium
8575,Female,46.0,45.0,15.0,2.0,1371.69,1.4,1.0,549.0,At-Risk Customer,High
2620,Female,42.0,83.0,72.0,11.0,3467.13,8.5,0.0,7628.0,Potential Loyalist,Low
3705,Female,,68.0,72.0,11.0,3297.18,8.7,2.0,7254.0,Potential Loyalist,
1759,Male,32.0,123.0,,18.0,4733.21,8.2,,10000.0,Premium Customer,Low
8188,Female,45.0,,,2.0,971.76,2.8,3.0,389.0,At-Risk Customer,
1483,Female,39.0,124.0,,14.0,4729.4,,1.0,10000.0,Premium Customer,Low
96,Female,26.0,98.0,85.0,16.0,15000.0,9.0,1.0,10000.0,Premium Customer,Low
8521,Male,53.0,61.0,17.0,2.0,1382.24,1.0,2.0,553.0,At-Risk Customer,High
4713,Female,55.0,73.0,47.0,7.0,2613.19,8.8,1.0,3658.0,,Medium
9580,,44.0,45.0,12.0,0.0,1113.33,3.1,,0.0,At-Risk Customer,High
2214,Female,53.0,81.0,69.0,11.0,3118.15,,0.0,6860.0,Potential Loyalist,Low
9766,Female,23.0,37.0,,0.0,,1.6,2.0,0.0,At-Risk Customer,High
6963,Female,27.0,31.0,20.0,3.0,1394.77,4.2,2.0,837.0,Budget Shopper,
4996,Female,44.0,,41.0,4.0,2625.73,6.1,2.0,2101.0,Regular Customer,Medium
4515,Female,31.0,71.0,56.0,8.0,3042.02,8.6,3.0,4867.0,Regular Customer,Medium
5437,Female,,70.0,61.0,7.0,2768.87,8.8,2.0,3876.0,Regular Customer,Medium
4048,Female,33.0,74.0,61.0,7.0,3101.97,9.3,0.0,4343.0,Regular Customer,Medium
5854,Female,,,55.0,5.0,2239.72,7.4,1.0,2240.0,Regular Customer,Medium
5551,Male,39.0,61.0,55.0,6.0,2606.13,7.2,1.0,3127.0,Regular Customer,Medium
1836,Female,33.0,113.0,,16.0,4483.6,9.6,4.0,10000.0,Premium Customer,Low
2755,Male,41.0,98.0,80.0,10.0,3972.87,9.0,2.0,7946.0,Potential Loyalist,Low
8723,Male,,59.0,18.0,2.0,1302.9,3.8,3.0,521.0,At-Risk Customer,High
89,Female,52.0,106.0,83.0,15.0,4004.96,9.2,1.0,10000.0,Premium Customer,Low
8286,Male,24.0,51.0,16.0,0.0,1164.31,2.4,3.0,0.0,At-Risk Customer,High
3854,Female,42.0,87.0,79.0,,3637.75,7.7,0.0,5093.0,Potential Loyalist,Low
8024,Female,33.0,55.0,12.0,2.0,1819.32,2.3,1.0,728.0,At-Risk Customer,High
4218,Male,38.0,62.0,49.0,7.0,2427.36,7.8,3.0,3398.0,Regular Customer,Medium
2499,Male,33.0,86.0,69.0,8.0,3390.95,7.9,1.0,,Potential Loyalist,
9201,Female,20.0,,21.0,0.0,1638.26,2.7,2.0,0.0,At-Risk Customer,High
1892,Male,47.0,110.0,88.0,14.0,4155.12,9.5,0.0,10000.0,Premium Customer,Low
544,Female,31.0,122.0,83.0,11.0,4625.99,8.5,0.0,10000.0,Premium Customer,
569,Male,55.0,95.0,89.0,14.0,4454.84,9.0,2.0,10000.0,Premium Customer,Low
2532,Female,39.0,90.0,76.0,,3895.97,7.9,3.0,7792.0,Potential Loyalist,Low
935,Female,32.0,114.0,89.0,16.0,,8.5,2.0,10000.0,Premium Customer,Low
5007,Female,41.0,62.0,58.0,8.0,2913.12,6.4,2.0,4661.0,Regular Customer,Medium
8248,Female,48.0,51.0,10.0,1.0,1435.61,,2.0,287.0,At-Risk Customer,
8082,Female,35.0,53.0,15.0,,1305.99,1.7,3.0,261.0,At-Risk Customer,High
7458,Male,39.0,35.0,23.0,1.0,1148.65,6.4,0.0,230.0,Budget Shopper,Medium
2911,Female,39.0,95.0,67.0,,3699.77,,2.0,,Potential Loyalist,Low
1027,Male,26.0,110.0,86.0,13.0,4283.99,,,10000.0,Premium Customer,Low
6872,Female,50.0,33.0,36.0,5.0,1796.43,6.1,0.0,1796.0,Budget Shopper,Medium
7263,Female,40.0,35.0,26.0,2.0,,4.7,2.0,372.0,Budget Shopper,Medium
5663,Female,44.0,69.0,44.0,7.0,2202.43,7.7,0.0,3083.0,Regular Customer,Medium
1200,Male,49.0,121.0,87.0,16.0,4401.65,8.7,2.0,10000.0,Premium Customer,Low
5951,Male,56.0,53.0,46.0,9.0,2189.08,6.6,1.0,3940.0,Regular Customer,Medium
89,Female,52.0,106.0,83.0,15.0,4004.96,9.2,1.0,50000.0,Premium Customer,Low
9418,,33.0,59.0,21.0,0.0,1912.26,2.6,3.0,0.0,At-Risk Customer,
6801,Female,48.0,35.0,33.0,3.0,1552.41,5.2,0.0,931.0,Budget Shopper,Medium
7232,Female,45.0,34.0,30.0,3.0,1300.15,4.4,2.0,780.0,Budget Shopper,Medium
5827,Male,45.0,45.0,55.0,,2383.05,6.2,,1906.0,,
4111,Male,44.0,,61.0,9.0,2820.93,6.6,2.0,5078.0,,Medium
1110,Male,39.0,125.0,76.0,16.0,4439.33,8.5,0.0,10000.0,Premium Customer,Low
4059,Male,37.0,64.0,61.0,4.0,2746.34,6.3,1.0,,Regular Customer,
6990,Female,30.0,25.0,24.0,2.0,801.8,4.4,0.0,321.0,Budget Shopper,Medium
5825,Female,,59.0,51.0,5.0,2517.97,6.2,0.0,2518.0,Regular Customer,Medium
7842,Male,24.0,29.0,20.0,1.0,943.9,3.1,1.0,189.0,Budget Shopper,Medium
2555,Female,63.0,67.0,,12.0,3391.41,7.2,1.0,8139.0,Potential Loyalist,Low
2185,Female,39.0,99.0,80.0,13.0,4378.6,,2.0,10000.0,Potential Loyalist,Low
3384,Female,35.0,91.0,71.0,11.0,3796.44,8.4,0.0,8352.0,Potential Loyalist,Low
2689,Female,5.0,87.0,77.0,11.0,3816.55,8.1,,8396.0,Potential Loyalist,Low
5654,Female,39.0,52.0,64.0,8.0,2680.71,8.3,2.0,4289.0,Regular Customer,Medium
7515,,21.0,28.0,27.0,5.0,1205.45,6.2,0.0,1205.0,Budget Shopper,Medium
8459,Female,30.0,42.0,14.0,,1179.21,2.9,2.0,236.0,At-Risk Customer,High
867,Female,40.0,112.0,81.0,14.0,3901.75,9.1,0.0,10000.0,Premium Customer,Low
4608,Male,37.0,49.0,,8.0,2416.03,7.9,3.0,3866.0,Regular Customer,Medium
6919,Male,35.0,28.0,22.0,3.0,1122.8,5.0,2.0,674.0,Budget Shopper,Medium
8820,Female,19.0,,9.0,1.0,1424.47,2.7,3.0,,At-Risk Customer,
2252,,38.0,73.0,,9.0,3347.36,7.8,2.0,6025.0,Potential Loyalist,Low
9113,female,20.0,,17.0,0.0,1291.58,3.6,4.0,0.0,At-Risk Customer,High
6482,Male,18.0,38.0,28.0,2.0,1663.97,4.3,,666.0,Budget Shopper,Medium
4983,Female,47.0,63.0,46.0,7.0,2256.08,6.1,1.0,3159.0,Regular Customer,Medium
7887,Female,33.0,30.0,34.0,4.0,1331.07,5.9,1.0,1065.0,Budget Shopper,Medium
7950,Female,53.0,24.0,23.0,,1309.26,3.8,1.0,786.0,Budget Shopper,Medium
4375,Male,22.0,62.0,49.0,6.0,10.0,,1.0,3138.0,Regular Customer,Medium
716,Male,38.0,119.0,74.0,13.0,3940.92,9.0,0.0,10000.0,Premium Customer,Low
4852,,22.0,61.0,59.0,5.0,,7.3,2.0,2849.0,Regular Customer,Medium
5341,,49.0,65.0,51.0,7.0,2114.38,6.8,0.0,2960.0,Regular Customer,Medium
626,Male,53.0,106.0,81.0,16.0,4447.33,,0.0,10000.0,Premium Customer,Low
8774,Male,,59.0,20.0,,1229.77,3.5,1.0,0.0,At-Risk Customer,High
4607,Female,35.0,,62.0,10.0,2159.37,6.1,0.0,4319.0,Regular Customer,Medium
6851,Male,40.0,38.0,,4.0,,4.3,3.0,1185.0,Budget Shopper,Medium
9829,Male,35.0,60.0,19.0,,1858.05,2.6,4.0,372.0,At-Risk Customer,High
928,Male,41.0,113.0,86.0,17.0,4031.03,9.0,,10000.0,Premium Customer,Low
3486,Male,26.0,92.0,,,3814.41,8.6,1.0,8392.0,Potential Loyalist,Low
1618,Female,34.0,104.0,,14.0,4025.06,8.8,3.0,,,Low
7064,Female,39.0,28.0,18.0,3.0,1244.61,3.8,2.0,747.0,Budget Shopper,
2115,Male,18.0,75.0,,9.0,2978.76,8.0,2.0,5362.0,Potential Loyalist,Low
4772,Male,56.0,,65.0,7.0,2554.55,7.0,0.0,,Regular Customer,Medium
3232,Male,49.0,95.0,,12.0,3572.76,7.9,1.0,8575.0,Potential Loyalist,Low
5397,Female,32.0,68.0,55.0,8.0,2172.37,6.8,2.0,3476.0,Regular Customer,Medium
1570,Male,26.0,106.0,90.0,16.0,4312.1,8.7,,10000.0,Premium Customer,Low
7083,,38.0,22.0,28.0,3.0,920.37,6.1,0.0,552.0,Budget Shopper,Medium
2936,,31.0,87.0,64.0,10.0,3260.01,8.3,1.0,6520.0,Potential Loyalist,Low
1356,Male,49.0,89.0,84.0,16.0,3836.06,,0.0,10000.0,Premium Customer,Low
4535,Female,34.0,44.0,45.0,6.0,1875.71,6.1,2.0,,Regular Customer,
6956,Female,32.0,33.0,29.0,3.0,930.27,5.4,,558.0,Budget Shopper,Medium
6339,,29.0,15.0,24.0,4.0,964.79,8.3,0.0,772.0,Budget Shopper,Medium
4217,Female,46.0,51.0,59.0,7.0,2510.59,7.2,0.0,3515.0,Regular Customer,Medium
4814,Male,24.0,63.0,74.0,5.0,3326.59,6.3,3.0,3327.0,Regular Customer,Medium
5886,Female,,60.0,59.0,8.0,2870.65,,0.0,4593.0,Regular Customer,Medium
510,Female,,,78.0,13.0,4140.42,,1.0,10000.0,Premium Customer,Low
2359,Female,49.0,81.0,77.0,,3490.0,8.0,0.0,7678.0,Potential Loyalist,Low
4882,FEMALE,44.0,65.0,53.0,7.0,2733.92,,2.0,3827.0,Regular Customer,Medium
1088,Female,44.0,112.0,91.0,14.0,,8.5,0.0,10000.0,Premium Customer,Low
4050,Male,23.0,56.0,48.0,8.0,,7.3,3.0,3814.0,,Medium
2378,Male,27.0,80.0,68.0,12.0,3285.25,,0.0,7885.0,Potential Loyalist,Low
8828,Female,43.0,63.0,12.0,,1270.38,3.0,3.0,508.0,At-Risk Customer,High
3471,Male,38.0,83.0,66.0,10.0,3189.56,8.8,1.0,6379.0,Potential Loyalist,Low
709,Female,49.0,93.0,83.0,14.0,3720.85,8.3,0.0,10000.0,Premium Customer,Low
551,Female,55.0,111.0,77.0,17.0,4098.83,8.6,1.0,10000.0,Premium Customer,Low
2099,female,18.0,88.0,67.0,15.0,3454.7,8.6,0.0,10000.0,Potential Loyalist,Low
8527,Female,5.0,39.0,12.0,0.0,1009.15,3.2,2.0,0.0,At-Risk Customer,High
6968,Female,25.0,27.0,26.0,1.0,1094.2,5.0,,219.0,Budget Shopper,Medium
4240,Female,34.0,50.0,48.0,3.0,2135.96,7.2,2.0,1282.0,Regular Customer,Medium
1414,Female,49.0,,81.0,17.0,,10.0,0.0,10000.0,Premium Customer,Low
4569,Male,40.0,52.0,62.0,8.0,2636.82,7.1,0.0,4219.0,Regular Customer,Medium
7591,Female,37.0,30.0,24.0,3.0,1023.27,5.4,0.0,614.0,Budget Shopper,Medium
3647,Male,42.0,77.0,70.0,9.0,2825.5,7.9,0.0,5086.0,Potential Loyalist,Low
3468,Male,52.0,91.0,72.0,10.0,3808.86,7.9,2.0,7618.0,Potential Loyalist,
2246,Male,49.0,90.0,74.0,10.0,3563.56,7.8,1.0,7127.0,Potential Loyalist,Low
4194,Male,,61.0,46.0,7.0,2298.46,,2.0,,Regular Customer,Medium
316,Female,50.0,110.0,,18.0,4857.33,8.8,1.0,10000.0,,
880,,,120.0,84.0,14.0,4454.66,,1.0,10000.0,Premium Customer,Low
7889,Male,44.0,33.0,15.0,3.0,1002.49,4.4,3.0,601.0,Budget Shopper,Medium
9352,Female,38.0,63.0,18.0,0.0,1835.13,4.1,1.0,0.0,,High
6121,Female,,34.0,31.0,2.0,1724.93,4.6,2.0,690.0,,Medium
